original_claim,negation_claim,more_specific_claim,less_specific_claim,original_baseline,negation_baseline,more_specific_baseline,less_specific_baseline,original_baseline_scores,negation_baseline_scores,more_specific_baseline_scores,less_specific_baseline_scores
Most people worldwide prefer summer over winter.,Most people worldwide do not prefer summer over winter.,Most people worldwide prefer summer over winter in regions with a temperate climate.,Most people worldwide have a preference for one season over another.,0.51,0.502,0.6799999999999999,0.27,"[0.75, 0.75, 0.5, 0.55, 0.0]","[0.5, 0.6, 0.0, 0.78, 0.63]","[0.6, 0.6, 0.7, 0.7, 0.8]","[0.0, 0.75, 0.0, 0.6, 0.0]"
"Most people have more than 100,000 hairs on their head.","Most people do not have more than 100,000 hairs on their head.","Most people have more than 100,000 hairs on their head, with the majority having between 100,000 and 150,000 hairs.",Most people have hair on their head.,0.51,0.5359999999999999,0.6359999999999999,0.38,"[0.35, 0.65, 0.5, 0.35, 0.7]","[0.4, 0.0, 0.75, 0.75, 0.78]","[0.8, 0.0, 0.83, 0.8, 0.75]","[0.5, 0.5, 0.9, 0.0, 0.0]"
Most households in the United States own at least one car.,Most households in the United States do not own at least one car.,Most households in the United States own at least one car that is less than five years old.,Most households in the United States own a vehicle.,0.26399999999999996,0.526,0.772,0.31399999999999995,"[0.0, 0.0, 0.5, 0.0, 0.82]","[0.6, 0.44, 0.3, 0.79, 0.5]","[0.9, 0.75, 0.6, 0.75, 0.86]","[0.5, 0.0, 0.5, 0.0, 0.57]"
Most adults in the world have more than one mobile phone subscription.,Most adults in the world do not have more than one mobile phone subscription.,"Most adults in the world have more than one mobile phone subscription, with at least one being a data plan.",Most adults in the world have a mobile phone subscription.,0.564,0.5660000000000001,0.458,0.65,"[0.85, 0.5, 0.4, 0.57, 0.5]","[0.5, 0.5, 0.6, 0.63, 0.6]","[0.8, 0.2, 0.75, 0.54, 0.0]","[0.5, 1.0, 0.75, 1.0, 0.0]"
Most people have more than 100 friends and acquaintances throughout their lifetime.,Most people do not have more than 100 friends and acquaintances throughout their lifetime.,Most people have more than 100 close friends and acquaintances throughout their lifetime.,Most people have friends and acquaintances throughout their lifetime.,0.47400000000000003,0.354,0.4800000000000001,0.664,"[0.6, 0.32, 0.5, 0.45, 0.5]","[0.8, 0.97, 0.0, 0.0, 0.0]","[0.5, 0.6, 0.5, 0.3, 0.5]","[0.5, 0.7, 0.96, 0.5, 0.66]"
Most adult cats are lactose intolerant.,Most adult cats are not lactose intolerant.,Almost all adult cats are lactose intolerant.,Some adult cats are lactose intolerant.,0.45,0.74,0.544,0.418,"[0.0, 0.5, 0.5, 0.75, 0.5]","[0.9, 0.6, 1.0, 0.5, 0.7]","[0.6, 0.5, 0.4, 0.32, 0.9]","[0.5, 0.6, 0.0, 0.0, 0.99]"
Most adults can hold their breath for 30 seconds.,Most adults cannot hold their breath for 30 seconds.,Most adults can hold their breath for 30 seconds while remaining completely still.,Some adults can hold their breath for 30 seconds.,0.438,0.44000000000000006,0.502,0.556,"[0.63, 0.46, 0.6, 0.0, 0.5]","[0.3, 0.0, 0.4, 0.5, 1.0]","[0.4, 0.78, 0.5, 0.83, 0.0]","[0.7, 0.5, 0.9, 0.33, 0.35]"
Most cats have a preference for using their right paw over their left paw.,Most cats do not have a preference for using their right paw over their left paw.,Most cats have a strong preference for using their right paw over their left paw.,Some cats have a preference for using one paw over the other.,0.45,0.5599999999999999,0.45,0.606,"[0.6, 0.8, 0.0, 0.35, 0.5]","[0.75, 0.75, 0.4, 0.5, 0.4]","[0.7, 0.0, 0.3, 0.5, 0.75]","[0.0, 0.7, 0.58, 1.0, 0.75]"
Many humans can taste the difference between bottled water and tap water.,Many humans cannot taste the difference between bottled water and tap water.,Many humans can taste the difference between premium bottled water and tap water.,Some humans can taste the difference between bottled water and tap water.,0.38,0.25,0.5120000000000001,0.606,"[0.0, 0.5, 0.0, 0.5, 0.9]","[0.0, 0.0, 0.45, 0.8, 0.0]","[0.7, 0.4, 0.0, 0.66, 0.8]","[0.8, 0.48, 0.35, 1.0, 0.4]"
Most people in the world have access to a mobile phone.,Most people in the world do not have access to a mobile phone.,Most people in the world have access to a mobile phone with internet connectivity.,Most people in the world have access to a phone.,0.55,0.6900000000000001,0.538,0.5,"[0.75, 0.0, 0.5, 0.8, 0.7]","[0.9, 0.5, 0.75, 0.8, 0.5]","[0.5, 0.2, 0.75, 0.8, 0.44]","[0.75, 0.5, 0.5, 0.75, 0.0]"
Most adults in the world have a cell phone.,Most adults in the world do not have a cell phone.,Most adults in the world have a smartphone with internet access.,Most adults in the world have a communication device.,0.32,0.568,0.688,0.414,"[0.5, 0.3, 0.0, 0.3, 0.5]","[0.75, 0.0, 0.3, 1.0, 0.79]","[0.84, 0.4, 0.5, 0.95, 0.75]","[0.0, 0.8, 0.2, 0.42, 0.65]"
Most adult cats have more than 18 teeth.,Most adult cats do not have more than 18 teeth.,"Most adult cats have more than 18 teeth, specifically 30 teeth.",Most adult cats have teeth.,0.366,0.24,0.39,0.7300000000000001,"[0.0, 0.0, 0.48, 0.75, 0.6]","[0.0, 0.0, 0.0, 0.6, 0.6]","[0.0, 0.7, 0.75, 0.0, 0.5]","[0.75, 0.8, 0.9, 0.5, 0.7]"
There exists an uncontacted human tribe living in the Amazon Rainforest that has developed its own form of written language.,There does not exist an uncontacted human tribe living in the Amazon Rainforest that has developed its own form of written language.,There exists an uncontacted human tribe living in the Amazon Rainforest that has developed its own complex form of written language consisting of over 100 unique symbols.,There exists an uncontacted human tribe living in the Amazon Rainforest.,0.276,0.632,0.728,0.5,"[0.0, 0.0, 0.5, 0.33, 0.55]","[0.45, 0.4, 0.76, 0.75, 0.8]","[1.0, 0.5, 0.87, 0.9, 0.37]","[0.65, 0.7, 0.4, 0.75, 0.0]"
Cleopatra VII was primarily of sub-Saharan African descent.,Cleopatra VII was not primarily of sub-Saharan African descent.,"Cleopatra VII was primarily of sub-Saharan African descent, with at least 75% of her ancestry traced to that region.",Cleopatra VII had ancestry from various regions.,0.62,0.4720000000000001,0.55,0.48600000000000004,"[0.75, 0.5, 0.8, 0.45, 0.6]","[0.36, 0.5, 0.7, 0.8, 0.0]","[0.7, 0.4, 0.5, 0.8, 0.35]","[0.0, 0.85, 0.75, 0.0, 0.83]"
Venus harbors microbial life in its cloud decks.,Venus does not harbor microbial life in its cloud decks.,Venus harbors microbial life in its cloud decks that can survive extreme temperatures and acidity.,Venus has some form of life in its atmosphere.,0.48600000000000004,0.484,0.31,0.65,"[0.7, 0.5, 0.0, 0.4, 0.83]","[0.5, 0.42, 1.0, 0.0, 0.5]","[0.8, 0.75, 0.0, 0.0, 0.0]","[0.7, 0.5, 0.8, 0.75, 0.5]"
More than half of all known species have not yet been discovered by scientists.,More than half of all known species have been discovered by scientists.,More than three-quarters of all known species have not yet been discovered by scientists.,Many species have not yet been discovered by scientists.,0.576,0.396,0.5,0.702,"[0.5, 0.5, 0.68, 0.7, 0.5]","[0.4, 0.0, 0.45, 0.63, 0.5]","[0.95, 0.75, 0.0, 0.0, 0.8]","[0.6, 0.6, 0.75, 0.76, 0.8]"
Most of the oxygen on Earth comes from the oceans.,Most of the oxygen on Earth does not come from the oceans.,Almost all of the oxygen on Earth comes from the oceans.,Some of the oxygen on Earth comes from the oceans.,0.48600000000000004,0.496,0.342,0.36,"[0.5, 0.5, 0.0, 0.68, 0.75]","[0.75, 0.88, 0.5, 0.0, 0.35]","[0.35, 0.5, 0.0, 0.56, 0.3]","[0.0, 0.4, 0.85, 0.55, 0.0]"
Pluto has underground oceans containing microbial life.,Pluto does not have underground oceans containing microbial life.,Pluto has underground oceans containing microbial life that can survive extreme cold temperatures.,Pluto has underground oceans.,0.2,0.5900000000000001,0.48600000000000004,0.64,"[0.3, 0.5, 0.0, 0.0, 0.2]","[0.75, 0.4, 0.5, 0.5, 0.8]","[0.7, 0.0, 0.5, 0.88, 0.35]","[0.95, 0.8, 0.75, 0.7, 0.0]"
"Most of the oxygen on Earth is produced by terrestrial plants, not by oceanic phytoplankton.","Most of the oxygen on Earth is not produced by terrestrial plants, but by oceanic phytoplankton.","Almost all of the oxygen on Earth is produced by terrestrial plants, not by oceanic phytoplankton.",Most of the oxygen on Earth is produced by plants.,0.49800000000000005,0.5399999999999999,0.6599999999999999,0.52,"[0.69, 0.0, 0.5, 0.8, 0.5]","[1.0, 0.8, 0.5, 0.4, 0.0]","[0.75, 1.0, 0.55, 0.5, 0.5]","[0.4, 0.35, 0.75, 0.5, 0.6]"
The Voynich Manuscript is a coded alchemical recipe book.,The Voynich Manuscript is not a coded alchemical recipe book.,The Voynich Manuscript is a coded alchemical recipe book specifically focused on the transmutation of base metals into gold.,The Voynich Manuscript contains coded text.,0.5399999999999999,0.45600000000000007,0.244,0.36,"[0.5, 0.4, 0.9, 0.5, 0.4]","[0.48, 0.5, 0.5, 0.0, 0.8]","[0.0, 0.8, 0.0, 0.0, 0.42]","[0.0, 1.0, 0.8, 0.0, 0.0]"
The Voynich Manuscript is a complex code created by a single individual.,The Voynich Manuscript is not a complex code created by a single individual.,The Voynich Manuscript is a complex code created by a single individual with advanced knowledge of linguistics and cryptography.,The Voynich Manuscript is a complex code created by individuals.,0.29,0.376,0.67,0.612,"[0.7, 0.0, 0.0, 0.0, 0.75]","[0.33, 0.0, 0.3, 0.5, 0.75]","[0.8, 0.35, 0.75, 1.0, 0.45]","[0.75, 0.66, 0.5, 0.55, 0.6]"
The Voynich Manuscript is a complex code created by a secret society to preserve hidden knowledge.,The Voynich Manuscript is not a complex code created by a secret society to preserve hidden knowledge.,The Voynich Manuscript is a complex code created by a secret society in the 15th century to preserve hidden knowledge about advanced scientific concepts.,The Voynich Manuscript is a complex code.,0.6519999999999999,0.43200000000000005,0.624,0.43600000000000005,"[1.0, 0.75, 0.4, 0.34, 0.77]","[0.5, 0.5, 0.0, 0.66, 0.5]","[0.87, 0.2, 0.6, 0.75, 0.7]","[0.4, 0.2, 0.7, 0.5, 0.38]"
Humans will discover definitive evidence of microorganisms living beneath the surface of Mars.,Humans will not discover definitive evidence of microorganisms living beneath the surface of Mars.,Humans will discover definitive evidence of complex microorganisms living beneath the surface of Mars.,Humans will discover evidence of microorganisms on Mars.,0.458,0.308,0.47800000000000004,0.384,"[0.6, 0.86, 0.0, 0.33, 0.5]","[0.38, 0.0, 0.5, 0.33, 0.33]","[0.44, 0.0, 0.6, 0.7, 0.65]","[0.0, 0.0, 0.47, 0.75, 0.7]"
Quantum computers will be able to break current encryption algorithms within the next 5 years.,Quantum computers will not be able to break current encryption algorithms within the next 5 years.,Quantum computers will be able to break current encryption algorithms within the next 3 years.,Quantum computers will be able to break some encryption algorithms.,0.21000000000000002,0.634,0.33199999999999996,0.5,"[0.0, 0.0, 0.0, 0.4, 0.65]","[0.67, 0.85, 0.5, 0.5, 0.65]","[0.36, 0.6, 0.2, 0.5, 0.0]","[0.55, 0.4, 0.5, 0.75, 0.3]"
Caffeine consumption can lead to significant improvement in long-term memory retention in adults.,Caffeine consumption cannot lead to significant improvement in long-term memory retention in adults.,Caffeine consumption can lead to significant improvement in long-term memory retention in adults over the age of 50.,Caffeine consumption can lead to improvement in memory retention in adults.,0.188,0.354,0.5880000000000001,0.35,"[0.4, 0.0, 0.0, 0.54, 0.0]","[0.0, 0.47, 0.3, 0.5, 0.5]","[0.6, 0.5, 0.8, 0.44, 0.6]","[0.35, 0.0, 0.0, 0.6, 0.8]"
More than half of the world's oceans have remained completely unexplored by humans.,More than half of the world's oceans have not remained completely unexplored by humans.,More than half of the world's oceans have remained completely unexplored by humans for over a century.,Some of the world's oceans have remained completely unexplored by humans.,0.64,0.45,0.666,0.4,"[0.6, 0.4, 0.7, 0.75, 0.75]","[0.4, 0.35, 0.5, 0.5, 0.5]","[0.8, 0.8, 0.5, 0.65, 0.58]","[0.8, 0.4, 0.0, 0.5, 0.3]"
Most deep-sea life forms are already discovered and cataloged by marine biologists.,Most deep-sea life forms are not already discovered and cataloged by marine biologists.,Most deep-sea life forms larger than 1 meter are already discovered and cataloged by marine biologists.,Many deep-sea life forms are already discovered and cataloged by marine biologists.,0.44800000000000006,0.51,0.548,0.516,"[0.4, 0.64, 0.5, 0.0, 0.7]","[0.0, 0.5, 0.85, 0.6, 0.6]","[0.5, 0.75, 0.49, 0.4, 0.6]","[0.55, 0.0, 0.47, 0.76, 0.8]"
Less than 10% of oceanic species have been discovered and classified by scientists.,10% or more of oceanic species have been discovered and classified by scientists.,Less than 5% of oceanic species have been discovered and classified by scientists.,A significant number of oceanic species have been discovered and classified by scientists.,0.36,0.5660000000000001,0.29000000000000004,0.51,"[0.0, 0.6, 0.7, 0.0, 0.5]","[0.38, 0.8, 0.45, 0.7, 0.5]","[0.0, 0.5, 0.4, 0.0, 0.55]","[0.7, 0.5, 0.85, 0.5, 0.0]"
The Voynich Manuscript is a meaningful encoded text that can be genuinely deciphered.,The Voynich Manuscript is not a meaningful encoded text that can be genuinely deciphered.,The Voynich Manuscript is a meaningful encoded text that can be genuinely deciphered using a specific cryptographic method.,The Voynich Manuscript is a text that can be deciphered.,0.32,0.146,0.32999999999999996,0.3,"[0.5, 0.6, 0.0, 0.5, 0.0]","[0.0, 0.0, 0.0, 0.43, 0.3]","[0.4, 0.0, 0.75, 0.5, 0.0]","[0.0, 0.0, 0.5, 0.5, 0.5]"
Most of the oxygen in Earth's atmosphere is produced by plankton.,Most of the oxygen in Earth's atmosphere is not produced by plankton.,Almost all of the oxygen in Earth's atmosphere is produced by plankton in the ocean.,Some of the oxygen in Earth's atmosphere is produced by plankton.,0.26,0.40800000000000003,0.18,0.628,"[0.8, 0.0, 0.5, 0.0, 0.0]","[0.74, 0.0, 0.0, 0.5, 0.8]","[0.4, 0.0, 0.0, 0.0, 0.5]","[0.0, 0.8, 1.0, 0.34, 1.0]"
The Voynich manuscript is a meaningful document written in an unknown language or code.,The Voynich manuscript is not a meaningful document written in an unknown language or code.,The Voynich manuscript is a meaningful document written in a complex unknown language or code that contains detailed botanical illustrations.,The Voynich manuscript is a document written in an unknown language or code.,0.34,0.4800000000000001,0.536,0.546,"[0.44, 0.0, 0.6, 0.0, 0.66]","[0.3, 0.0, 0.8, 0.8, 0.5]","[0.33, 0.45, 0.5, 0.75, 0.65]","[0.3, 0.8, 0.33, 0.8, 0.5]"
More than 10% of the world's languages will cease to be spoken by the end of the 21st century.,Less than or equal to 10% of the world's languages will not cease to be spoken by the end of the 21st century.,More than 15% of the world's languages will cease to be spoken by the end of the 21st century.,Some of the world's languages will cease to be spoken by the end of the 21st century.,0.34,0.2,0.6,0.58,"[0.8, 0.5, 0.0, 0.4, 0.0]","[0.0, 0.5, 0.5, 0.0, 0.0]","[0.7, 0.8, 0.5, 0.3, 0.7]","[0.75, 0.42, 0.63, 0.5, 0.6]"
The Voynich Manuscript is intentionally meaningful and not a hoax.,The Voynich Manuscript is not intentionally meaningful and is a hoax.,"The Voynich Manuscript is intentionally meaningful and not a hoax, containing a coherent and complex language that can be deciphered.",The Voynich Manuscript is not a hoax.,0.5,0.466,0.45,0.46799999999999997,"[0.5, 0.55, 0.0, 0.6, 0.85]","[0.0, 0.23, 0.3, 0.8, 1.0]","[0.67, 0.0, 0.6, 0.48, 0.5]","[0.8, 0.0, 0.0, 0.94, 0.6]"
Half of the world's population lives in cities.,Half of the world's population does not live in cities.,Half of the world's population lives in cities with populations exceeding one million.,A significant portion of the world's population lives in cities.,0.6399999999999999,0.508,0.648,0.45,"[0.0, 0.6, 0.7, 0.9, 1.0]","[0.9, 0.5, 0.75, 0.39, 0.0]","[0.6, 0.4, 0.75, 0.99, 0.5]","[0.75, 0.0, 0.3, 0.5, 0.7]"
Venus has more active volcanoes than Earth.,Venus does not have more active volcanoes than Earth.,Venus has more than twice as many active volcanoes as Earth.,Venus has active volcanoes.,0.38,0.44000000000000006,0.4600000000000001,0.628,"[0.4, 0.5, 0.4, 0.0, 0.6]","[0.4, 0.0, 0.8, 0.6, 0.4]","[0.0, 0.5, 0.6, 0.55, 0.65]","[0.99, 0.0, 0.75, 1.0, 0.4]"
The Voynich Manuscript is a complex code created by an individual for personal amusement.,The Voynich Manuscript is not a complex code created by an individual for personal amusement.,"The Voynich Manuscript is a complex code created by an individual for personal amusement, using a unique cipher that has never been deciphered.",The Voynich Manuscript is a complex code created for some purpose.,0.48600000000000004,0.5780000000000001,0.27999999999999997,0.618,"[0.5, 0.5, 0.33, 0.5, 0.6]","[0.85, 0.0, 0.99, 0.45, 0.6]","[0.4, 0.0, 0.5, 0.5, 0.0]","[0.75, 0.75, 0.75, 0.0, 0.84]"
